OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
42824|504|Job Targeting Funds|2004-04-28|19000|27902|262635
42825|504|Job Targeting Funds|2004-04-28|35000|27902|262635
42826|504|Job Targeting Funds|2004-10-29|23000|27902|262635
42827|504|Job Targeting Funds|2004-05-26|7000|27903|262635
42828|504|Job Targeting Funds|2004-10-13|11000|27903|262635
42829|504|Job Targeting Funds|2004-03-24|9000|27905|262635
42830|504|Job Targeting Funds|2004-06-23|9000|27906|262635
42831|504|Job Targeting Funds|2004-11-17|28000|27906|262635
42832|504|Job Targeting Funds|2004-02-04|14500|27907|262635
42833|504|Job Targeting Funds|2004-10-29|25000|27907|262635
42834|504|Job Targeting Funds|2004-01-29|10500|27909|262635
42835|504|Job Targeting Funds|2004-05-19|12000|27909|262635
42836|504|Job Targeting Funds|2004-10-19|12000|27909|262635
42837|504|Job Targeting Funds|2004-04-21|6800|27910|262635
42838|504|Job Targeting Funds|2004-07-21|44700|27911|262635
42839|504|Job Targeting Funds|2004-06-23|8400|27912|262635
42840|504|Job Targeting Funds|2004-08-10|6000|27912|262635
42841|504|Job Targeting Funds|2004-03-17|30000|27913|262635
42842|504|Job Targeting Funds|2004-05-12|15000|27913|262635
42843|504|Job Targeting Funds|2004-05-12|20000|27913|262635
42844|504|Job Targeting Funds|2004-10-29|32000|27913|262635
42845|504|Job Targeting Funds|2004-10-29|45000|27913|262635
42846|504|Job Targeting Funds|2004-10-29|6000|27913|262635
42847|504|Job Targeting Funds|2004-10-19|13000|27914|262635
42848|504|Job Targeting Funds|2004-06-09|5800|27915|262635
42849|504|Job Targeting Funds|2004-08-04|15000|27915|262635
42850|504|Job Targeting Funds|2004-08-04|15000|27915|262635
42851|504|Job Targeting Funds|2004-08-04|15000|27915|262635
42852|504|Job Targeting Funds|2004-02-20|6600|27916|262635
42853|504|Job Targeting Funds|2004-10-19|41000|27917|262635
23|501|Legal Advise during the entire year|2004-12-31|7556|67|227525
24|502|Pass through to National PAC Contributions|2004-01-19|2482|68|227525
25|502|Pass through to National PAC Contributions|2004-02-10|1970|68|227525
26|502|Pass through to National PAC Contributions|2004-03-08|1952|68|227525
27|502|Pass through to National PAC Contributions|2004-04-06|1830|68|227525
28|502|Pass through to National PAC Contributions|2004-05-04|2552|68|227525
29|502|Pass through to National PAC Contributions|2004-06-10|1660|68|227525
30|502|Pass through to National PAC Contributions|2004-07-07|1836|68|227525
31|502|Pass through to National PAC Contributions|2004-08-17|1698|68|227525
32|502|Pass through to National PAC Contributions|2004-09-07|1697|68|227525
33|502|Pass through to National PAC Contributions|2004-10-07|1835|68|227525
34|502|Pass through to National PAC Contributions|2004-11-16|2087|68|227525
35|502|Pass through to National PAC Contributions|2004-12-08|3717|68|227525
36|504|Payment of Property Taxes|2004-11-10|8280|69|227525
37|504|Payment of Property Taxes|2004-11-11|19|69|227525
38|504|Delete the 2000 Mercury, add 2004 Mercury|2004-01-19|54|70|227525
39|504|Blanket Auto Policy|2004-06-01|6797|70|227525
40|504|Commercial Insurance|2004-06-01|8420|70|227525
41|504|Workmen's Compensation Insurance|2004-08-09|3825|70|227525
42|504|Additional insurance coverage|2004-08-17|233|70|227525
43|504|Monthly Cell Phone Service|2004-12-31|5501|71|227525
44|504|Monthly Local/LD Phone Service|2004-12-31|6730|72|227525
45|504|Monthly electric service|2004-12-31|7401|73|227525
46|504|Assistance with items related to new LM-2 report|2004-01-22|1130|74|227525
47|504|Preparation of Compilation/LM-2/Form 990, OK 512E|2004-03-22|6055|74|227525
48|504|Advertising|2004-04-02|5000|75|227525
49|505|TARP Reimbursement for wages-Casino job|2004-01-29|41885|76|227525
50|505|TARP Reimbursement for wages-Warren Medical|2004-01-29|38900|76|227525
51|505|TARP Reimbursement for wages-Warren Medical|2004-04-14|22998|76|227525
52|505|TARP Reimbursement for wages-Cherokee Casino|2004-05-20|32176|76|227525
53|505|TARP Reimbursement for wages-Cherokee Casino|2004-05-20|822|76|227525
54|505|TARP Reimbursement for wages-Musk courthouse|2004-04-02|21208|77|227525
55|505|TARP Reimbursement for wages|2004-10-22|5064|77|227525
56|505|TARP Reimbursement for wages|2004-04-29|7600|78|227525
57|505|TARP Reimbursement for wages-Bama Pie|2004-05-20|5896|79|227525
58|505|TARP Reimbursement for wages-Monastery|2004-05-25|3644|80|227525
59|505|TARP Reimbursement for wages-Cancer Trmt Ctr|2004-09-02|45636|80|227525
60|505|TARP Reimbursement for wages-Casino|2004-09-02|2850|80|227525
61|505|TARP Reimbursement for wages-Cancer Trmt Ctr|2004-12-08|24414|80|227525
62|505|TARP Reimbursement for wages-McAlester Reg|2004-06-28|2700|81|227525
63|505|TARP Reimbursement for wages-Boeing|2004-06-28|2400|81|227525
64|505|TARP Reimbursement for wages-John Zink|2004-10-07|18000|82|227525
65|505|Annual Picnic rental of amusement park-down pymt|2004-08-18|3713|83|227525
66|505|Annual Picnic rental of amusement park-final|2004-10-05|6798|83|227525
67|505|Expense for food for annual picnic|2004-11-08|7941|84|227525
68|505|Interest on Notes Payable for Building|2004-12-31|19083|85|227525
69|505|Russell benefits portion of TARP Reimbursement|2004-06-22|5432|86|227525
70|505|Deposit into wrong cash account|2004-08-05|14777|86|227525
71|505|Retirement/Awards dinner and banquet hall|2004-12-20|9584|87|227525
1218918|501|REPRESENTATION|2003-09-03|4308|853669|463575
1218919|501|REPRESENTATION|2003-09-10|4308|853669|463575
1218920|501|REPRESENTATION|2003-09-30|4272|853669|463575
1218921|501|REPRESENTATION|2003-10-15|4296|853669|463575
1218922|501|REPRESENTATION|2003-10-28|4534|853669|463575
1218923|501|REPRESENTATION|2003-11-10|4534|853669|463575
1218924|501|REPRESENTATION|2003-12-03|4534|853669|463575
1218925|501|REPRESENTATION|2003-12-11|4534|853669|463575
1218926|501|REPRESENTATION|2003-12-22|4534|853669|463575
1218927|501|REPRESENTATION|2003-12-31|4748|853669|463575
1218928|501|REPRESENTATION|2004-01-21|4748|853669|463575
1218929|501|REPRESENTATION|2004-02-05|4808|853669|463575
1218930|501|REPRESENTATION|2004-02-18|4808|853669|463575
1218931|501|REPRESENTATION|2004-03-10|4790|853669|463575
1218932|501|REPRESENTATION|2004-03-23|4701|853669|463575
1218933|501|REPRESENTATION|2004-04-02|4701|853669|463575
1218934|501|REPRESENTATION|2004-04-12|4950|853669|463575
1218935|501|REPRESENTATION|2004-04-27|5361|853669|463575
1218936|501|REPRESENTATION|2004-05-11|5342|853669|463575
1218937|501|REPRESENTATION|2004-05-24|5374|853669|463575
1218938|501|REPRESENTATION|2004-06-04|5349|853669|463575
1218939|501|REPRESENTATION|2004-06-22|5657|853669|463575
1218940|501|REPRESENTATION|2004-07-05|5657|853669|463575
1218941|501|REPRESENTATION|2004-07-22|5657|853669|463575
1218942|501|REPRESENTATION|2004-08-10|5645|853669|463575
1218943|501|REPRESENTATION|2004-08-24|5639|853669|463575
1218944|502|PUBLIC AFFAIRS|2003-09-03|615|853670|463575
1218945|502|PUBLIC AFFAIRS|2003-09-10|615|853670|463575
1218946|502|PUBLIC AFFAIRS|2003-09-30|610|853670|463575
1218947|502|PUBLIC AFFAIRS|2003-10-15|614|853670|463575
1218948|502|PUBLIC AFFAIRS|2003-10-28|648|853670|463575
1218949|502|PUBLIC AFFAIRS|2003-11-10|648|853670|463575
1218950|502|PUBLIC AFFAIRS|2003-12-03|648|853670|463575
1218951|502|PUBLIC AFFAIRS|2003-12-11|648|853670|463575
1218952|502|PUBLIC AFFAIRS|2003-12-22|648|853670|463575
1218953|502|PUBLIC AFFAIRS|2003-12-31|678|853670|463575
1218954|502|PUBLIC AFFAIRS|2004-01-21|678|853670|463575
1218955|502|PUBLIC AFFAIRS|2004-02-05|687|853670|463575
1218956|502|PUBLIC AFFAIRS|2004-02-18|687|853670|463575
1218957|502|PUBLIC AFFAIRS|2004-03-10|684|853670|463575
1218958|502|PUBLIC AFFAIRS|2004-03-23|672|853670|463575
1218959|502|PUBLIC AFFAIRS|2004-04-02|672|853670|463575
1218960|502|PUBLIC AFFAIRS|2004-04-12|707|853670|463575
1218961|502|PUBLIC AFFAIRS|2004-04-27|766|853670|463575
1218962|502|PUBLIC AFFAIRS|2004-05-11|763|853670|463575
1218963|502|PUBLIC AFFAIRS|2004-05-24|768|853670|463575
1218964|502|PUBLIC AFFAIRS|2004-06-04|764|853670|463575
1218965|502|PUBLIC AFFAIRS|2004-06-22|808|853670|463575
1218966|502|PUBLIC AFFAIRS|2004-07-05|808|853670|463575
1218967|502|PUBLIC AFFAIRS|2004-07-22|808|853670|463575
1218968|502|PUBLIC AFFAIRS|2004-08-10|806|853670|463575
1218969|502|PUBLIC AFFAIRS|2004-08-24|808|853670|463575
1218970|504|OFFICE OVERHEAD|2003-09-03|308|853671|463575
1218971|504|OFFICE OVERHEAD|2003-09-10|308|853671|463575
1218972|504|OFFICE OVERHEAD|2003-09-30|305|853671|463575
1218973|504|OFFICE OVERHEAD|2003-10-15|307|853671|463575
1218974|504|OFFICE OVERHEAD|2003-10-28|324|853671|463575
1218975|504|OFFICE OVERHEAD|2003-11-10|324|853671|463575
1218976|504|OFFICE OVERHEAD|2003-12-03|324|853671|463575
1218977|504|OFFICE OVERHEAD|2003-12-11|324|853671|463575
1218978|504|OFFICE OVERHEAD|2003-12-22|324|853671|463575
1218979|504|OFFICE OVERHEAD|2003-12-31|339|853671|463575
1218980|504|OFFICE OVERHEAD|2004-01-21|339|853671|463575
1218981|504|OFFICE OVERHEAD|2004-02-05|343|853671|463575
1218982|504|OFFICE OVERHEAD|2004-02-18|343|853671|463575
1218983|504|OFFICE OVERHEAD|2004-03-10|342|853671|463575
1218984|504|OFFICE OVERHEAD|2004-03-23|336|853671|463575
1218985|504|OFFICE OVERHEAD|2004-04-02|336|853671|463575
1218986|504|OFFICE OVERHEAD|2004-04-12|354|853671|463575
1218987|504|OFFICE OVERHEAD|2004-04-27|383|853671|463575
1218988|504|OFFICE OVERHEAD|2004-05-11|382|853671|463575
1218989|504|OFFICE OVERHEAD|2004-05-24|384|853671|463575
1218990|504|OFFICE OVERHEAD|2004-06-04|382|853671|463575
1218991|504|OFFICE OVERHEAD|2004-06-22|404|853671|463575
1218992|504|OFFICE OVERHEAD|2004-07-05|404|853671|463575
1218993|504|OFFICE OVERHEAD|2004-07-22|404|853671|463575
1218994|504|OFFICE OVERHEAD|2004-08-10|403|853671|463575
1218995|504|OFFICE OVERHEAD|2004-08-24|403|853671|463575
1218996|504|LODGE DUES|2003-09-03|2411|853672|463575
1218997|504|LODGE DUES|2003-09-30|2391|853672|463575
1218998|504|LODGE DUES|2003-11-10|2537|853672|463575
1218999|504|LODGE DUES|2003-12-03|2537|853672|463575
1219000|504|LODGE DUES|2003-12-31|2657|853672|463575
1219001|504|LODGE DUES|2004-02-05|2691|853672|463575
1219002|504|LODGE DUES|2004-03-10|2681|853672|463575
1219003|504|LODGE DUES|2004-04-02|2631|853672|463575
1219004|504|LODGE DUES|2004-04-27|2834|853672|463575
1219005|504|LODGE DUES|2004-05-24|2840|853672|463575
1219006|504|LODGE DUES|2004-07-05|2990|853672|463575
1219007|504|LODGE DUES|2004-07-30|2984|853672|463575
1219008|504|TELECOMMUNICATIONS|2003-09-15|1909|853673|463575
1219009|504|TELECOMMUNICATIONS|2003-10-15|2409|853673|463575
1219010|504|TELECOMMUNICATIONS|2003-11-13|1434|853673|463575
1219011|504|TELECOMMUNICATIONS|2003-12-12|1621|853673|463575
1219012|504|TELECOMMUNICATIONS|2004-01-21|1589|853673|463575
1219013|504|TELECOMMUNICATIONS|2004-02-18|1282|853673|463575
1219014|504|TELECOMMUNICATIONS|2004-03-15|1398|853673|463575
1219015|504|TELECOMMUNICATIONS|2004-04-13|1023|853673|463575
1219016|504|TELECOMMUNICATIONS|2004-05-12|1498|853673|463575
1219017|504|TELECOMMUNICATIONS|2004-06-16|1231|853673|463575
1219018|504|TELECOMMUNICATIONS|2004-07-22|1240|853673|463575
1219019|504|NEW PHONES|2003-09-03|436|853673|463575
1219020|504|NEW PHONES|2004-08-11|1421|853673|463575
1219021|505|UNION ADMINISTRATION|2003-09-03|923|853674|463575
1219022|505|UNION ADMINISTRATION|2003-09-10|923|853674|463575
1219023|505|UNION ADMINISTRATION|2003-09-30|915|853674|463575
1219024|505|UNION ADMINISTRATION|2003-10-15|921|853674|463575
1219025|505|UNION ADMINISTRATION|2003-10-28|972|853674|463575
1219026|505|UNION ADMINISTRATION|2003-11-10|972|853674|463575
1219027|505|UNION ADMINISTRATION|2003-12-03|972|853674|463575
1219028|505|UNION ADMINISTRATION|2003-12-11|972|853674|463575
1219029|505|UNION ADMINISTRATION|2003-12-22|972|853674|463575
1219030|505|UNION ADMINISTRATION|2003-12-31|1017|853674|463575
1219031|505|UNION ADMINISTRATION|2004-01-21|1017|853674|463575
1219032|505|UNION ADMINISTRATION|2004-02-05|1030|853674|463575
1219033|505|UNION ADMINISTRATION|2004-02-18|1030|853674|463575
1219034|505|UNION ADMINISTRATION|2004-03-10|1026|853674|463575
1219035|505|UNION ADMINISTRATION|2004-03-23|1007|853674|463575
1219036|505|UNION ADMINISTRATION|2004-04-02|1007|853674|463575
1219037|505|UNION ADMINISTRATION|2004-04-12|1061|853674|463575
1219038|505|UNION ADMINISTRATION|2004-04-27|1149|853674|463575
1219039|505|UNION ADMINISTRATION|2004-05-11|1145|853674|463575
1219040|505|UNION ADMINISTRATION|2004-05-24|1152|853674|463575
1219041|505|UNION ADMINISTRATION|2004-06-04|1146|853674|463575
1219042|505|UNION ADMINISTRATION|2004-06-22|1212|853674|463575
1219043|505|UNION ADMINISTRATION|2004-07-05|1212|853674|463575
1219044|505|UNION ADMINISTRATION|2004-07-22|1212|853674|463575
1219045|505|UNION ADMINISTRATION|2004-08-10|1210|853674|463575
1219046|505|UNION ADMINISTRATION|2004-08-24|1208|853674|463575
1219144|501|SERVICES|2004-03-31|2500|853695|463606
1219145|501|SERVICES|2004-04-26|1250|853695|463606
1219146|501|SERVICES|2004-08-08|2500|853695|463606
1219147|501|SERVICES|2004-12-27|1250|853695|463606
1219148|501|SERVICES|2004-02-15|600|853696|463606
1219149|501|SERVICES|2004-02-15|1278|853696|463606
1219150|501|SERVICES|2004-03-17|600|853696|463606
1219151|501|SERVICES|2004-04-26|600|853696|463606
1219152|501|SERVICES|2004-05-20|600|853696|463606
1219153|501|SERVICES|2004-06-15|600|853696|463606
1219154|501|SERVICES|2004-07-16|100|853696|463606
1219155|501|SERVICES|2004-07-20|600|853696|463606
1219156|501|SERVICES|2004-08-29|600|853696|463606
1219157|501|SERVICES|2004-08-30|100|853696|463606
1219158|501|SERVICES|2004-10-20|1200|853696|463606
1219159|501|PROMOTIONAL|2004-02-16|1883|853697|463606
1219160|501|PROMOTIONAL|2004-03-17|940|853697|463606
1219161|501|PROMOTIONAL|2004-11-03|2500|853697|463606
1219162|503|VARIOUS CHARITIES|2004-12-31|2030|853698|463606
1219163|504|RENT|2004-09-16|950|853700|463606
1219164|504|RENT|2004-09-29|1900|853700|463606
1219165|504|RENT|2004-11-01|950|853700|463606
1219166|504|RENT|2004-12-08|950|853700|463606
1219167|504|RENT|2004-12-08|950|853700|463606
1219168|504|RENT|2004-04-12|2700|853701|463606
1219169|504|RENT|2004-06-30|1392|853701|463606
1219170|504|RENT|2004-08-29|696|853701|463606
1219171|504|RENT|2004-10-24|696|853701|463606
1219172|504|TELEPHONE|2004-12-31|2395|853706|463606
1219173|504|TELEPHONE|2004-12-31|639|853706|463606
1219174|504|TELEPHONE|2004-12-31|654|853706|463606
1219175|504|TELEPHONE|2004-12-31|670|853706|463606
1219176|504|TELEPHONE|2004-12-31|500|853706|463606
1219177|504|TELEPHONE|2004-12-31|670|853706|463606
1219178|504|TELEPHONE|2004-12-31|671|853706|463606
1219179|504|TELEPHONE|2004-12-31|797|853706|463606
1219180|504|TELEPHONE|2004-12-31|642|853706|463606
1219181|504|TELEPHONE|2004-12-31|684|853706|463606
1219184|504|Legal Fees|2004-12-31|4239|853718|463645
1219185|504|Equipment Rental and expense|2004-12-31|4560|853718|463645
1219186|504|Liability Insurance|2004-12-31|1243|853718|463645
1219187|504|Office Supplies|2004-12-31|1481|853718|463645
1219188|504|Payroll Expenses|2004-12-31|2971|853718|463645
1219189|504|Professional Fees|2004-12-31|1043|853718|463645
1219190|504|Printing|2004-12-31|2187|853718|463645
1219191|504|Telecommunications|2004-12-31|13016|853718|463645
1219192|504|Training and conference fees|2004-12-31|100|853718|463645
1219193|504|Travel|2004-12-31|14595|853718|463645
1219194|504|Postage|2004-12-31|1991|853718|463645
1219195|504|Rent|2004-12-31|13624|853719|463645
1219196|504|legal fees|2004-12-31|76145|853720|463645
1219197|504|cell phones|2004-12-31|11802|853721|463645
1219198|504|legal fees|2004-12-31|28931|853722|463645
1219199|505|ACAC Wages|2004-12-31|1479|853723|463645
1219200|505|Shop Dues Reimbursement|2004-12-31|900|853723|463645
1219201|505|Public Relations|2004-12-31|225|853723|463645
1219202|505|Meeting Expenses|2004-12-31|2048|853723|463645
1219203|505|negotiations|2004-12-31|8098|853724|463645
1219204|505|billboard|2004-12-31|6750|853725|463645
1219205|505|paid union leave program|2004-12-31|65032|853726|463645
1218917|505|MFT Conference|2004-01-14|10482|853668|463566
52904|504|INTERNET ACCESS|2004-12-31|2039|34569|269291
52905|504|ACCOUNTING EXPENSE|2004-12-31|15352|34569|269291
52906|504|OFFICE RENT|2004-12-31|13832|34569|269291
52907|504|OFFICE TELEPHONE & DATA LINE|2004-12-31|3744|34569|269291
52908|504|AUDIT EXPENSE|2004-12-31|3000|34569|269291
52909|504|DEPRECIATION|2004-12-31|1665|34569|269291
52910|504|LEGAL FEES|2004-12-31|41783|34570|269291
52911|504|INSURANCE - PROPERTY|2004-12-31|7423|34570|269291
52912|504|INSURANCE - LIABILITY|2004-12-31|2608|34570|269291
52913|504|INSURANCE - BONDING|2004-12-31|290|34570|269291
52914|504|BANKING CHARGES|2004-12-31|765|34570|269291
52915|504|OFFICE SUPPLIES|2004-12-31|3594|34570|269291
52916|504|POSTAGE|2004-12-31|127|34570|269291
52917|504|COMPUTER SUPPORT & SUPPLIES|2004-12-31|1060|34570|269291
52918|504|ELECTRONIC VOTING SERVICES|2004-12-31|1851|34570|269291
52919|504|MISCELLANEOUS|2004-12-31|1192|34570|269291
52920|504|FLIGHT PAY LOSS|2004-12-31|42503|34571|269291
52921|504|CELL PHONES|2004-12-31|3723|34571|269291
52922|504|MEALS & ENTERTAINMENT|2004-12-31|1430|34571|269291
52923|504|NEWS LETTERS|2004-12-31|386|34572|269291
52924|504|GENERAL MEMBERSHIP MEETINGS|2004-12-31|1008|34572|269291
52925|504|RETIREMENT/SPECIAL EVENTS|2004-12-31|197|34572|269291
52926|504|NEW HIRE MEALS|2004-12-31|2182|34572|269291
52927|504|MEMBERSHIP CARDS|2004-12-31|2226|34572|269291
52928|504|INSURANCE - L/T DISABILITY|2004-12-31|50524|34572|269291
52929|504|ARBITRATION|2004-12-31|7096|34572|269291
52930|504|UNBUDGETED ITEMS - FAA LEGAL|2004-12-31|27335|34572|269291
52931|504|UNBUDGETED ITEMS - NON FAA|2004-12-31|1493|34572|269291
52932|504|SCHEDULING|2004-12-31|161|34573|269291
52933|504|SYSTEM BOARD|2004-12-31|197|34573|269291
52934|504|CONTRACT STUDIES|2004-12-31|971|34573|269291
52935|504|PROFESSIONAL STANDARDS|2004-12-31|851|34573|269291
52940|504|TRAINING|2004-12-31|1466|34573|269291
52936|504|INVESTMENT & BUDGET COMMITTEE|2004-12-31|765|34573|269291
52937|504|REPRESENTATION|2004-12-31|285|34573|269291
52938|504|RESEARCH & POLLING COMMITTEE|2004-12-31|1061|34573|269291
52939|504|JUMP - SEAT COMMITTEE|2004-12-31|100|34573|269291
52941|504|SAFETY|2004-12-31|8893|34573|269291
52942|504|HOTEL|2004-12-31|41|34573|269291
52943|504|MISCELLANEOUS|2004-12-31|868|34573|269291
1218876|501|Attorney Fees|2004-01-12|500|853659|463557
1218877|501|Attorney Fees|2004-04-26|500|853659|463557
1218878|501|Attorney Fees|2004-05-11|1130|853659|463557
1218879|501|Attorney Fees|2004-06-22|3277|853659|463557
1218880|501|Attorney Fees|2004-07-19|2637|853659|463557
1218881|501|Attorney Fees|2004-07-22|50|853659|463557
1218882|501|Attorney Fees|2004-08-23|500|853659|463557
1218883|501|Attorney Fees|2004-10-01|507|853659|463557
1218884|501|Attorney Fees|2004-10-25|505|853659|463557
1218885|503|Scholarships|2004-01-08|756|853660|463557
1218886|503|Scholarships|2004-02-04|746|853660|463557
1218887|503|Scholarships|2004-03-01|742|853660|463557
1218888|503|Scholarships|2004-04-07|730|853660|463557
1218889|503|Scholarships|2004-05-07|728|853660|463557
1218890|503|Scholarships|2004-06-02|722|853660|463557
1218891|503|Scholarships|2004-07-06|714|853660|463557
1218892|503|Scholarships|2004-08-10|714|853660|463557
1218893|503|Scholarships|2004-09-09|724|853660|463557
1218894|503|Scholarships|2004-10-04|724|853660|463557
1218895|503|Scholarships|2004-11-04|720|853660|463557
1218896|503|Scholarships|2004-12-01|720|853660|463557
1218897|504|Marquee Sign for Union Hall|2004-11-18|6380|853661|463557
1218898|504|Mortgage|2004-01-05|5000|853662|463557
1218899|504|Mortgage|2004-01-05|5000|853662|463557
1218900|504|Mortgage|2004-02-02|5000|853662|463557
1218901|504|Mortgage|2004-02-27|10000|853662|463557
1218902|504|Mortgage|2004-03-15|10000|853662|463557
1218903|504|Mortgage|2004-03-31|10000|853662|463557
1218904|504|Mortgage|2004-04-15|3500|853662|463557
1218905|504|Mortgage|2004-05-14|3500|853662|463557
1218906|504|Mortgage|2004-06-14|4000|853662|463557
1218907|504|Mortgage|2004-06-30|4000|853662|463557
1218908|504|Mortgage|2004-07-30|3500|853662|463557
1218909|504|Mortgage|2004-08-13|2000|853662|463557
1218910|504|Mortgage|2004-08-31|2500|853662|463557
1218911|504|Mortgage|2004-10-01|3000|853662|463557
1218912|504|Mortgage|2004-10-29|4000|853662|463557
1218913|504|Mortgage|2004-11-30|4000|853662|463557
1218914|504|Mortgage|2004-12-15|4000|853662|463557
1218915|501|Legal advise|2004-12-31|13841|853663|463560
1218916|501|Arbitrator|2004-12-31|7680|853664|463560
1218118|501|TELEPHONE COMMUNICATION|2004-12-31|11791|853154|463276
1218119|501|TELEPHONE COMPANY|2004-12-31|6831|853155|463276
1218120|501|ARBITRATION SERVICES FOR MEMBERS|2004-12-31|9825|853156|463276
1218121|501|ARBITRATION SERVICES FOR MEMBERS|2004-12-31|57748|853157|463276
1218122|501|ARBITRATION SERVICES FOR MEMBERS|2004-12-31|106950|853158|463276
1218123|501|LAWSUIT SETTLEMENT PAYMENT - C. LEE|2004-12-31|50000|853159|463276
1218124|501|ARBITRATION SERVICES FOR MEMBERS|2004-12-31|5040|853160|463276
1218125|502|POSTAGE FOR MAILINGS|2004-12-31|5377|853161|463276
1218126|502|POSTAGE FOR MAILINGS|2004-12-31|6840|853162|463276
1218127|502|PRINT MATERIALS FOR MAILINGS|2004-12-31|6460|853163|463276
1218128|502|FUNDING FOR POLITICAL LOBBYING ACTIVITIES|2004-12-31|19200|853164|463276
1218129|504|OFFICE UTILITIES - ELECTRIC|2004-12-31|9376|853165|463276
1218130|504|BANKING CHARGES & MORTGAGE PAYMENTS|2004-12-31|21959|853166|463276
1218131|505|POSTAGE FOR MEMBER MAILINGS|2004-12-31|12160|853167|463276
1218132|505|POSTAGE FOR MAILINGS TO MEMBERS|2004-12-31|13887|853168|463276
1218133|505|PRINT MATERIALS FOR MEMBER MAILINGS|2004-12-31|11464|853169|463276
1218134|505|MEETING ROOMS FOR MEMBER MEETINGS|2004-12-31|12841|853170|463276
1218135|505|AUDITING & TAX SERVICES|2004-12-31|6750|853171|463276
1218136|505|PRINTING MATERIALS FOR MAILINGS|2004-12-31|5752|853172|463276
54776|501|Union meeting conference call|2004-08-29|409|36213|270093
54745|501|Cell Phone for VGC Levine & O/S Chairman|2004-01-18|265|36210|270093
54746|501|Cell Phone for VGC Levine & O/S Chairman|2004-01-27|61|36210|270093
54747|501|Cell Phone for VGC Levine & O/S Chairman|2004-02-24|69|36210|270093
54748|501|Cell Phone for VGC Levine & O/S Chairman|2004-02-29|61|36210|270093
54749|501|Cell Phone for VGC Levine & O/S Chairman|2004-03-18|71|36210|270093
54750|501|Cell Phone for VGC Levine & O/S Chairman|2004-04-05|171|36210|270093
54751|501|Cell Phone for VGC Levine & O/S Chairman|2004-04-27|61|36210|270093
54752|501|Cell Phone for VGC Levine & O/S Chairman|2004-04-27|71|36210|270093
54753|501|Cell Phone for VGC Levine & O/S Chairman|2004-05-24|71|36210|270093
54754|501|Cell Phone for VGC Levine & O/S Chairman|2004-06-03|92|36210|270093
54755|501|Cell Phone for VGC Levine & O/S Chairman|2004-06-19|74|36210|270093
54756|501|Cell Phone for VGC Levine & O/S Chairman|2004-06-30|92|36210|270093
54757|501|Cell Phone for VGC Levine & O/S Chairman|2004-07-22|74|36210|270093
54758|501|Phone Line for General Chairman Brown|2004-01-27|8|36211|270093
54759|501|Phone Line for General Chairman Brown|2004-02-24|13|36211|270093
54760|501|Phone Line for General Chairman Brown|2004-04-05|9|36211|270093
54761|501|Phone Line for General Chairman Brown|2004-04-27|13|36211|270093
54762|501|Phone Line for General Chairman Brown|2004-05-24|18|36211|270093
54763|501|Phone Line for General Chairman Brown|2004-06-30|12|36211|270093
54764|501|Phone Line for General Chairman Brown|2004-08-09|7|36211|270093
54765|501|Phone Line for General Chairman Brown|2004-08-23|16|36211|270093
54766|501|Phone Line for General Chairman Brown|2004-09-28|29|36211|270093
54767|501|Phone Line for General Chairman Brown|2004-10-26|19|36211|270093
54768|501|Blomstedt's  Cell ( Chairman of Oversight Comm)|2004-01-18|138|36212|270093
54769|501|Union meeting conference call|2004-01-18|1064|36213|270093
54770|501|Union meeting conference call|2004-02-24|1510|36213|270093
54771|501|Union meeting conference call|2004-03-14|2203|36213|270093
54772|501|Union meeting conference call|2004-04-20|862|36213|270093
54773|501|Union meeting conference call|2004-05-24|1080|36213|270093
54774|501|Union meeting conference call|2004-06-19|1110|36213|270093
54775|501|Union meeting conference call|2004-07-22|506|36213|270093
54777|501|Union meeting conference call|2004-09-23|1549|36213|270093
54778|501|Union meeting conference call|2004-10-26|1244|36213|270093
54779|501|Union meeting conference call|2004-11-14|1210|36213|270093
54780|501|Union meeting conference call|2004-12-29|1483|36213|270093
54781|501|Long Distance for General Chairman Brown|2004-01-27|44|36214|270093
54782|501|Long Distance for General Chairman Brown|2004-03-01|38|36214|270093
54783|501|Long Distance for General Chairman Brown|2004-04-05|49|36214|270093
54784|501|Long Distance for General Chairman Brown|2004-05-02|40|36214|270093
54785|501|Long Distance for General Chairman Brown|2004-06-03|47|36214|270093
54786|501|Long Distance for General Chairman Brown|2004-06-30|52|36214|270093
54787|501|Long Distance for General Chairman Brown|2004-08-09|42|36214|270093
54788|501|Long Distance for General Chairman Brown|2004-09-01|47|36214|270093
54789|501|Long Distance for General Chairman Brown|2004-10-05|47|36214|270093
54790|501|Long Distance for General Chairman Brown|2004-11-14|44|36214|270093
54791|501|Lodge Stationary (envelopes)|2004-02-12|186|36215|270093
54792|501|Lodge Stationary (envelopes)|2004-06-19|334|36215|270093
54793|501|Mailing ( Union Meeting Minutes )|2004-02-24|294|36216|270093
54794|501|Mailings (Union Meeting Minutes)|2004-02-29|840|36216|270093
54795|501|Mailings ( Union Meeting Minutes)|2004-03-14|1603|36216|270093
54796|501|Mailings ( Union Meeting Minutes)|2004-04-20|1470|36216|270093
54797|501|Mailings ( Union Meeting Minutes)|2004-05-24|1241|36216|270093
