OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
4128291|501|Organizing Assistance|2019-09-13|41909|2710162|736964
4128292|501|Organizing Assistance|2019-10-18|40309|2710162|736964
4128293|501|Organizing Assistance|2019-10-31|34941|2710162|736964
4128294|501|Organizing Assistance|2019-11-26|33303|2710162|736964
4128295|501|Organizing Assistance|2019-07-03|31724|2710163|736964
4128296|501|Organizing Assistance|2019-07-03|14018|2710163|736964
4128297|501|Organizing Assistance|2019-07-03|10357|2710163|736964
4128298|501|Organizing Assistance|2019-08-08|34813|2710163|736964
4128299|501|Organizing Assistance|2019-10-18|31730|2710163|736964
4128300|501|Organizing Assistance|2019-10-18|25091|2710163|736964
4128301|501|Organizing Assistance|2019-10-18|23558|2710163|736964
4128302|501|Grants Assistance|2019-10-28|5270|2710163|736964
4128303|501|Grants Assistance|2019-10-28|5270|2710163|736964
4128304|501|Grants Assistance|2019-10-28|5270|2710163|736964
4128305|501|Grants Assistance|2019-10-28|5270|2710163|736964
4128306|501|Grants Assistance|2019-10-28|5270|2710163|736964
4128307|501|Grants Assistance|2019-11-01|5318|2710163|736964
4128308|501|Organizing Assistance|2019-11-27|29672|2710163|736964
4128309|501|Organizing Assistance|2019-11-27|17449|2710163|736964
4128310|501|Grants Assistance|2019-12-02|5262|2710163|736964
4128311|501|Grants Assistance|2020-01-02|5387|2710163|736964
4128312|501|Grants Assistance|2020-02-03|5288|2710163|736964
4128313|501|Grants Assistance|2020-03-02|5235|2710163|736964
4128314|501|Organizing Assistance|2020-04-24|12663|2710163|736964
4128315|501|Organizing Assistance|2020-04-24|11180|2710163|736964
4128316|501|Organizing Assistance|2020-04-24|10620|2710163|736964
4128317|501|Organizing Assistance|2020-04-24|9598|2710163|736964
4128318|501|Organizing Assistance|2020-04-24|9558|2710163|736964
4128319|501|Organizing Assistance|2020-05-20|19537|2710163|736964
4128320|501|Organizing Assistance|2020-05-20|17464|2710163|736964
4128321|501|Organizing Assistance|2020-05-20|15580|2710163|736964
4128322|501|Organizing Assistance|2020-05-20|12954|2710163|736964
4128323|501|Organizing Assistance|2020-05-20|12192|2710163|736964
4128324|501|Organizing Assistance|2020-06-05|10643|2710163|736964
4128325|501|Organizing Assistance|2020-06-24|9500|2710163|736964
4128326|501|Organizing Assistance|2020-06-30|9752|2710163|736964
4128327|501|Organizing Assistance|2019-07-25|39425|2710164|736964
4128328|501|Organizing Assistance|2019-08-07|33013|2710164|736964
4128329|501|Organizing Assistance|2019-09-13|33844|2710164|736964
4128330|501|Organizing Assistance|2019-11-27|39850|2710164|736964
4128331|501|Organizing Assistance|2019-12-19|45480|2710164|736964
4128332|501|Organizing Assistance|2020-01-23|38535|2710164|736964
4128333|501|Organizing Assistance|2020-03-06|45862|2710164|736964
4128334|501|Organizing Assistance|2020-04-30|39099|2710164|736964
4128335|501|Organizing Assistance|2020-04-30|38084|2710164|736964
4128336|501|Organizing Assistance|2020-05-29|36613|2710164|736964
4128337|501|Organizing Assistance|2020-06-30|41097|2710164|736964
4128338|501|Organizing Assistance|2019-07-25|35206|2710165|736964
4128339|501|Organizing Assistance|2019-09-04|27745|2710165|736964
4128340|501|Organizing Assistance|2019-10-07|33502|2710165|736964
4128341|501|Organizing Assistance|2019-10-31|26671|2710165|736964
4128342|501|Organizing Assistance|2019-11-27|29116|2710165|736964
4128343|501|Organizing Assistance|2020-01-09|33754|2710165|736964
4128344|501|Organizing Assistance|2020-05-22|45941|2710165|736964
4128345|501|Organizing Assistance|2020-05-22|37098|2710165|736964
4128346|501|Organizing Assistance|2020-06-05|37092|2710165|736964
4128347|501|Organizing Assistance|2020-06-05|34956|2710165|736964
4128348|501|Organizing Assistance|2020-06-24|42379|2710165|736964
4128349|501|Organizing Assistance|2019-07-25|27238|2710166|736964
4128350|501|Organizing Assistance|2019-09-13|30326|2710166|736964
4128351|501|Organizing Assistance|2019-10-07|36576|2710166|736964
4128352|501|Organizing Assistance|2019-10-18|29946|2710166|736964
4128353|501|Organizing Assistance|2019-11-26|30007|2710166|736964
4128354|501|Organizing Assistance|2019-12-19|36407|2710166|736964
4128355|501|Organizing Assistance|2020-01-24|27968|2710166|736964
4128356|501|Organizing Assistance|2020-03-26|30635|2710166|736964
4128357|501|Organizing Assistance|2020-03-31|38141|2710166|736964
4128358|501|Organizing Assistance|2020-04-22|30652|2710166|736964
4128359|501|Organizing Assistance|2020-05-18|26705|2710166|736964
4128360|501|Organizing Assistance|2020-06-10|31755|2710166|736964
4128361|501|Organizing Assistance|2019-07-01|5345|2710167|736964
4128362|501|Organizing Assistance|2020-03-10|24679|2710167|736964
4128363|501|Organizing Assistance|2020-05-06|121962|2710167|736964
4128364|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128365|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128366|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128367|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128368|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128369|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128370|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128371|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128372|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128373|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128374|501|Grants Assistance|2020-06-05|5109|2710167|736964
4128375|501|Organizing Assistance|2019-07-25|20933|2710168|736964
4128376|501|Organizing Assistance|2019-07-25|16760|2710168|736964
4128377|501|Organizing Assistance|2019-08-15|48260|2710168|736964
4128378|501|Grants Assistance|2019-09-03|8333|2710168|736964
4128379|501|Grants Assistance|2019-10-10|8333|2710168|736964
4128380|501|Grants Assistance|2019-11-01|8333|2710168|736964
4128381|501|Organizing Assistance|2019-11-27|8618|2710168|736964
4128382|501|Grants Assistance|2019-12-02|8333|2710168|736964
4128383|501|Organizing Assistance|2019-12-19|16565|2710168|736964
4128384|501|Organizing Assistance|2019-12-19|10146|2710168|736964
4128385|501|Organizing Assistance|2019-12-19|6199|2710168|736964
4128386|501|Grants Assistance|2020-01-02|8333|2710168|736964
4128387|501|Grants Assistance|2020-02-03|8333|2710168|736964
4128388|501|Grants Assistance|2020-03-02|8333|2710168|736964
4128389|501|Grants Assistance|2020-04-01|8333|2710168|736964
4128390|501|Grants Assistance|2020-05-01|8333|2710168|736964
4128391|501|Grants Assistance|2020-06-01|8333|2710168|736964
4128392|501|Organizing Assistance|2019-07-11|11718|2710169|736964
4128393|501|Organizing Assistance|2019-07-25|15408|2710169|736964
4128394|501|Organizing Assistance|2019-08-15|16613|2710169|736964
4128395|501|Organizing Assistance|2019-09-13|16684|2710169|736964
4128396|501|Organizing Assistance|2019-10-18|18569|2710169|736964
4128397|501|Organizing Assistance|2019-11-27|34305|2710169|736964
4128398|501|Organizing Assistance|2020-05-18|18825|2710169|736964
4128399|501|Organizing Assistance|2020-05-18|16968|2710169|736964
4128400|501|Organizing Assistance|2020-05-18|16469|2710169|736964
4128401|501|Organizing Assistance|2020-05-18|13861|2710169|736964
4128402|501|Organizing Assistance|2020-06-30|19658|2710169|736964
4128403|501|Organizing Assistance|2019-08-15|19265|2710170|736964
4128404|501|Organizing Assistance|2019-08-15|14735|2710170|736964
4128405|501|Organizing Assistance|2019-09-13|13342|2710170|736964
4128406|501|Organizing Assistance|2020-01-24|16671|2710170|736964
4128407|501|Organizing Assistance|2020-01-24|15369|2710170|736964
4128408|501|Organizing Assistance|2020-05-13|17784|2710170|736964
4128409|501|Organizing Assistance|2020-05-13|16642|2710170|736964
4128410|501|Organizing Assistance|2020-05-13|14883|2710170|736964
4128411|501|Organizing Assistance|2020-05-13|14137|2710170|736964
4128412|501|Organizing Assistance|2020-05-13|12021|2710170|736964
4128413|501|Organizing Assistance|2020-05-18|14191|2710170|736964
4128414|501|Organizing Assistance|2020-05-29|15155|2710170|736964
4128415|501|Organizing Assistance|2020-06-05|13881|2710170|736964
4128416|501|Organizing Assistance|2019-08-05|45195|2710172|736964
4128417|501|Organizing Assistance|2019-10-28|46435|2710172|736964
4128418|501|Organizing Assistance|2020-01-23|48002|2710172|736964
4128419|501|Legal expenses for organizing matters|2019-08-08|31737|2710173|736964
4128420|501|Legal expenses for organizing matters|2019-08-08|25010|2710173|736964
4128421|501|Legal expenses for organizing matters|2019-09-11|6318|2710173|736964
4128422|501|Legal expenses for organizing matters|2019-10-23|17147|2710173|736964
4128423|501|Legal expenses for organizing matters|2020-03-26|32190|2710173|736964
4128424|501|Legal Fees - Representational|2019-09-18|7335|2710175|736964
4128425|501|Legal Fees - Representational|2019-10-23|14670|2710175|736964
4128426|501|Legal Fees - Representational|2019-10-23|12153|2710175|736964
4128427|501|Legal Fees - Representational|2019-11-18|11736|2710175|736964
4128428|501|Legal Fees - Representational|2019-12-18|7335|2710175|736964
4128429|501|Legal Fees - Representational|2020-05-21|6009|2710175|736964
4128430|501|Legal Fees - Representational|2020-06-09|8802|2710175|736964
4128431|501|Education and Special Programs|2019-10-23|20000|2710178|736964
4128432|501|Education and Special Programs|2020-03-26|27430|2710178|736964
4128433|501|Legal Fees - Representational|2019-10-18|8955|2710182|736964
4128434|501|Organizing Assistance|2020-06-30|14933|2710183|736964
4128435|501|Organizing Assistance|2019-10-18|14825|2710184|736964
4128436|501|Legal expenses for arbitration hearing|2019-09-13|5626|2710189|736964
4128437|501|Grants Assistance|2019-08-07|6833|2710192|736964
4128438|501|Grants Assistance|2019-08-19|8333|2710192|736964
4128439|501|Grants Assistance|2019-09-03|8333|2710192|736964
4128440|501|Grants Assistance|2019-10-01|8333|2710192|736964
4128441|501|Grants Assistance|2019-10-01|8333|2710192|736964
4128442|501|Grants Assistance|2019-11-01|8333|2710192|736964
4128443|501|Grants Assistance|2019-11-01|8333|2710192|736964
4128444|501|Grants Assistance|2019-12-02|8333|2710192|736964
4128445|501|Grants Assistance|2019-12-02|8333|2710192|736964
4128446|501|Grants Assistance|2020-01-02|8333|2710192|736964
4128447|501|Grants Assistance|2020-01-02|8333|2710192|736964
4128448|501|Grants Assistance|2020-02-03|8333|2710192|736964
4128449|501|Grants Assistance|2020-03-02|8333|2710192|736964
4128450|501|Grants Assistance|2020-04-01|8333|2710192|736964
4128451|501|Organizing Assistance|2019-10-30|40653|2710193|736964
4128452|501|Organizing Assistance|2019-11-27|40880|2710193|736964
4128453|501|Organizing Assistance|2020-05-21|43022|2710193|736964
4128454|501|Organizing Assistance|2020-05-21|46601|2710193|736964
4128455|501|Organizing Assistance|2020-05-21|47853|2710193|736964
4128456|501|Organizing Assistance|2020-05-21|54982|2710193|736964
4128457|501|Organizing Assistance|2020-06-10|30711|2710193|736964
4128458|501|Organizing Assistance|2020-06-10|41159|2710193|736964
4128459|501|Grants Assistance|2019-10-01|5417|2710194|736964
4128460|501|Grants Assistance|2019-11-01|5417|2710194|736964
4128461|501|Grants Assistance|2019-12-02|5417|2710194|736964
4128462|501|Grants Assistance|2020-01-02|5417|2710194|736964
4128463|501|Grants Assistance|2020-02-03|5417|2710194|736964
4128464|501|Grants Assistance|2020-03-02|5417|2710194|736964
4128465|501|Grants Assistance|2020-04-01|5417|2710194|736964
4128466|501|Grants Assistance|2020-05-01|5417|2710194|736964
4128467|501|Grants Assistance|2020-06-01|5417|2710194|736964
4128468|501|Organizing Assistance|2019-07-25|25847|2710195|736964
4128469|501|Organizing Assistance|2020-02-24|21652|2710195|736964
4128470|501|Organizing Assistance|2020-04-08|20406|2710195|736964
4128471|501|Organizing Assistance|2020-05-13|21445|2710195|736964
4128472|501|Organizing Assistance|2020-06-24|25495|2710195|736964
4128473|501|Organizing Assistance|2019-09-13|22116|2710199|736964
4128474|501|Organizing Assistance|2019-10-18|28999|2710199|736964
4128475|501|Organizing Assistance|2020-04-21|25827|2710199|736964
4128476|501|Organizing Assistance|2019-11-13|88457|2710200|736964
4128477|501|Grants Assistance|2019-09-03|10000|2710201|736964
4128478|501|Grants Assistance|2019-10-01|10000|2710201|736964
4128479|501|Grants Assistance|2019-11-01|10000|2710201|736964
4128480|501|Grants Assistance|2019-12-02|10000|2710201|736964
4128481|501|Grants Assistance|2020-01-02|10000|2710201|736964
4128482|501|Grants Assistance|2020-02-03|10000|2710201|736964
4128483|501|Grants Assistance|2020-03-02|10000|2710201|736964
4128484|501|Grants Assistance|2020-04-01|10000|2710201|736964
4128485|501|Grants Assistance|2020-05-01|10000|2710201|736964
4128486|501|Grants Assistance|2020-06-01|10000|2710201|736964
4128487|501|Grants Assistance|2019-08-07|6000|2710205|736964
4128488|501|Grants Assistance|2019-08-07|6000|2710205|736964
4128489|501|Grants Assistance|2019-09-03|6000|2710205|736964
4128490|501|Grants Assistance|2019-10-01|6000|2710205|736964
4128491|501|Grants Assistance|2019-11-01|6000|2710205|736964
4128492|501|Grants Assistance|2019-12-02|6000|2710205|736964
4128493|501|Grants Assistance|2020-01-02|6000|2710205|736964
4128494|501|Grants Assistance|2020-02-03|6000|2710205|736964
4128495|501|Grants Assistance|2020-03-02|6000|2710205|736964
4128496|501|Grants Assistance|2020-06-01|6000|2710205|736964
4128497|501|Grants Assistance|2019-08-12|6667|2710207|736964
4128498|501|Grants Assistance|2019-08-12|6667|2710207|736964
4128499|501|Grants Assistance|2019-09-03|6667|2710207|736964
4128500|501|Organizing Assistance|2020-02-07|11555|2710208|736964
4128501|501|Organizing Assistance|2020-03-06|19064|2710208|736964
4128502|501|Organizing Assistance|2020-04-10|26082|2710208|736964
4128503|501|Organizing Assistance|2020-05-13|15459|2710208|736964
4128504|501|Organizing Assistance|2020-06-05|14774|2710208|736964
4128505|501|Organizing Assistance|2019-07-25|11642|2710209|736964
4128506|501|Organizing Assistance|2019-08-15|11671|2710209|736964
4128507|501|Organizing Assistance|2019-09-13|14230|2710209|736964
4128508|501|Organizing Assistance|2019-10-18|12509|2710209|736964
4128509|501|Grants Assistance|2019-11-01|13400|2710209|736964
4128510|501|Organizing Assistance|2019-11-26|14409|2710209|736964
4128511|501|Grants Assistance|2019-12-02|13400|2710209|736964
4128512|501|Grants Assistance|2020-01-02|13400|2710209|736964
4128513|501|Grants Assistance|2020-02-03|13400|2710209|736964
4128514|501|Grants Assistance|2020-03-02|13400|2710209|736964
4128515|501|Grants Assistance|2020-04-01|13400|2710209|736964
4128516|501|Grants Assistance|2020-05-01|13400|2710209|736964
4128517|501|Organizing Assistance|2019-09-13|74613|2710210|736964
4128518|501|Organizing Assistance|2019-10-07|13987|2710210|736964
4128519|501|Organizing Assistance|2019-11-26|14162|2710210|736964
4128520|501|Organizing Assistance|2019-11-27|11839|2710210|736964
4128521|501|Organizing Assistance|2019-12-18|11721|2710210|736964
4128522|501|Organizing Assistance|2020-01-24|14736|2710210|736964
4128523|501|Organizing Assistance|2019-10-31|12463|2710211|736964
4128524|501|Organizing Assistance|2019-10-31|17568|2710211|736964
4128525|501|Organizing Assistance|2019-10-31|17596|2710211|736964
4128526|501|Organizing Assistance|2019-10-31|21960|2710211|736964
4128527|501|Organizing Assistance|2019-10-31|21960|2710211|736964
4128528|501|Organizing Assistance|2019-10-18|17250|2710212|736964
4128529|501|Organizing Assistance|2019-10-18|17788|2710212|736964
4128530|501|Organizing Assistance|2019-10-18|20444|2710212|736964
4128531|501|Organizing Assistance|2019-10-18|21639|2710212|736964
4128532|501|Organizing Assistance|2020-02-24|17308|2710212|736964
4128533|501|Organizing Assistance|2020-03-02|16431|2710212|736964
4128534|501|Organizing Assistance|2020-04-10|20979|2710212|736964
4128535|501|Organizing Assistance|2020-05-29|15421|2710212|736964
4128536|501|Organizing Assistance|2019-11-26|23748|2710213|736964
4128537|501|Organizing Assistance|2019-12-19|18942|2710213|736964
4128538|501|Organizing Assistance|2020-01-09|19226|2710213|736964
4128539|501|Organizing Assistance|2020-02-07|23021|2710213|736964
4128540|501|Organizing Assistance|2020-04-06|20004|2710213|736964
4128541|501|Organizing Assistance|2020-04-14|19995|2710213|736964
4128542|501|Organizing Assistance|2020-05-18|21198|2710213|736964
4128543|501|Organizing Assistance|2020-06-18|16863|2710213|736964
4128544|501|Organizing Assistance|2019-08-07|21242|2710214|736964
4128545|501|Organizing Assistance|2019-10-18|19434|2710214|736964
4128546|501|Organizing Assistance|2019-10-18|20389|2710214|736964
4128547|501|Organizing Assistance|2019-10-18|26770|2710214|736964
4128548|501|Organizing Assistance|2019-11-26|19302|2710214|736964
4128549|501|Organizing Assistance|2019-12-19|20960|2710214|736964
4128550|501|Organizing Assistance|2020-02-12|19010|2710214|736964
4128551|501|Organizing Assistance|2020-04-06|20203|2710214|736964
4128552|501|Organizing Assistance|2020-04-06|26861|2710214|736964
4128553|501|Organizing Assistance|2020-05-13|23411|2710214|736964
4128554|501|Organizing Assistance|2020-05-29|19843|2710214|736964
4128555|501|Organizing Assistance|2019-07-25|20037|2710214|736964
4128556|501|Organizing Assistance|2019-08-07|18827|2710214|736964
4128557|502|Legal Retainer Expense -Political & Lobbying|2020-01-08|5022|2710215|736964
